;paper;study;subject;species;distribution_inequality;effort_inequality;effort;partner_present;session;trial;sex
1;1;1;34_1;orangs;y;n;y;y;1;1;F
2;1;1;34_1;orangs;y;n;y;y;1;2;F
3;1;1;34_1;orangs;y;n;y;y;1;3;F
4;1;1;34_1;orangs;y;n;y;y;1;4;F
5;1;1;34_1;orangs;y;n;y;y;1;5;F
6;1;1;34_1;orangs;y;n;y;y;1;6;F
7;1;1;34_1;orangs;y;n;y;y;1;7;F
8;1;1;34_1;orangs;y;n;y;y;1;8;F
9;1;1;34_1;orangs;y;n;y;y;1;9;F
10;1;1;34_1;orangs;y;n;y;y;1;10;F
11;1;1;34_1;orangs;y;n;y;y;1;11;F
12;1;1;34_1;orangs;y;n;y;y;1;12;F
13;1;1;34_1;orangs;y;n;y;y;1;13;F
14;1;1;34_1;orangs;y;n;y;y;1;14;F
15;1;1;34_1;orangs;y;n;y;y;1;15;F
16;1;1;34_1;orangs;y;n;y;y;1;16;F
17;1;1;34_1;orangs;y;n;y;y;1;17;F
18;1;1;34_1;orangs;y;n;y;y;1;18;F
19;1;1;34_1;orangs;y;n;y;y;1;19;F
20;1;1;34_1;orangs;y;n;y;y;1;20;F
21;1;1;34_1;orangs;y;n;y;y;1;21;F
22;1;1;34_1;orangs;y;n;y;y;1;22;F
23;1;1;34_1;orangs;y;n;y;y;1;23;F
24;1;1;34_1;orangs;y;n;y;y;1;24;F
25;1;1;34_1;orangs;y;n;y;y;1;25;F
26;1;1;34_1;orangs;n;n;y;y;2;1;F
27;1;1;34_1;orangs;n;n;y;y;2;2;F
28;1;1;34_1;orangs;n;n;y;y;2;3;F
29;1;1;34_1;orangs;n;n;y;y;2;4;F
30;1;1;34_1;orangs;n;n;y;y;2;5;F
31;1;1;34_1;orangs;n;n;y;y;2;6;F
32;1;1;34_1;orangs;n;n;y;y;2;7;F
33;1;1;34_1;orangs;n;n;y;y;2;8;F
34;1;1;34_1;orangs;n;n;y;y;2;9;F
35;1;1;34_1;orangs;n;n;y;y;2;10;F
36;1;1;34_1;orangs;n;n;y;y;2;11;F
37;1;1;34_1;orangs;n;n;y;y;2;12;F
38;1;1;34_1;orangs;n;n;y;y;2;13;F
39;1;1;34_1;orangs;n;n;y;y;2;14;F
40;1;1;34_1;orangs;n;n;y;y;2;15;F
41;1;1;34_1;orangs;n;n;y;y;2;16;F
42;1;1;34_1;orangs;n;n;y;y;2;17;F
43;1;1;34_1;orangs;n;n;y;y;2;18;F
44;1;1;34_1;orangs;n;n;y;y;2;19;F
45;1;1;34_1;orangs;n;n;y;y;2;20;F
46;1;1;34_1;orangs;n;n;y;y;2;21;F
47;1;1;34_1;orangs;n;n;y;y;2;22;F
48;1;1;34_1;orangs;n;n;y;y;2;23;F
49;1;1;34_1;orangs;n;n;y;y;2;24;F
50;1;1;34_1;orangs;n;n;y;y;2;25;F
51;1;1;34_1;orangs;n;n;y;y;3;1;F
52;1;1;34_1;orangs;n;n;y;y;3;2;F
53;1;1;34_1;orangs;n;n;y;y;3;3;F
54;1;1;34_1;orangs;n;n;y;y;3;4;F
55;1;1;34_1;orangs;n;n;y;y;3;5;F
56;1;1;34_1;orangs;n;n;y;y;3;6;F
57;1;1;34_1;orangs;n;n;y;y;3;7;F
58;1;1;34_1;orangs;n;n;y;y;3;8;F
59;1;1;34_1;orangs;n;n;y;y;3;9;F
60;1;1;34_1;orangs;n;n;y;y;3;10;F
61;1;1;34_1;orangs;n;n;y;y;3;11;F
62;1;1;34_1;orangs;n;n;y;y;3;12;F
63;1;1;34_1;orangs;n;n;y;y;3;13;F
64;1;1;34_1;orangs;n;n;y;y;3;14;F
65;1;1;34_1;orangs;n;n;y;y;3;15;F
66;1;1;34_1;orangs;n;n;y;y;3;16;F
67;1;1;34_1;orangs;n;n;y;y;3;17;F
68;1;1;34_1;orangs;n;n;y;y;3;18;F
69;1;1;34_1;orangs;n;n;y;y;3;19;F
70;1;1;34_1;orangs;n;n;y;y;3;20;F
71;1;1;34_1;orangs;n;n;y;y;3;21;F
72;1;1;34_1;orangs;n;n;y;y;3;22;F
73;1;1;34_1;orangs;n;n;y;y;3;23;F
74;1;1;34_1;orangs;n;n;y;y;3;24;F
75;1;1;34_1;orangs;n;n;y;y;3;25;F
76;1;1;34_1;orangs;y;n;y;y;4;1;F
77;1;1;34_1;orangs;y;n;y;y;4;2;F
78;1;1;34_1;orangs;y;n;y;y;4;3;F
79;1;1;34_1;orangs;y;n;y;y;4;4;F
80;1;1;34_1;orangs;y;n;y;y;4;5;F
81;1;1;34_1;orangs;y;n;y;y;4;6;F
82;1;1;34_1;orangs;y;n;y;y;4;7;F
83;1;1;34_1;orangs;y;n;y;y;4;8;F
84;1;1;34_1;orangs;y;n;y;y;4;9;F
85;1;1;34_1;orangs;y;n;y;y;4;10;F
86;1;1;34_1;orangs;y;n;y;y;4;11;F
87;1;1;34_1;orangs;y;n;y;y;4;12;F
88;1;1;34_1;orangs;y;n;y;y;4;13;F
89;1;1;34_1;orangs;y;n;y;y;4;14;F
90;1;1;34_1;orangs;y;n;y;y;4;15;F
91;1;1;34_1;orangs;y;n;y;y;4;16;F
92;1;1;34_1;orangs;y;n;y;y;4;17;F
93;1;1;34_1;orangs;y;n;y;y;4;18;F
94;1;1;34_1;orangs;y;n;y;y;4;19;F
95;1;1;34_1;orangs;y;n;y;y;4;20;F
96;1;1;34_1;orangs;y;n;y;y;4;21;F
97;1;1;34_1;orangs;y;n;y;y;4;22;F
98;1;1;34_1;orangs;y;n;y;y;4;23;F
99;1;1;34_1;orangs;y;n;y;y;4;24;F
100;1;1;34_1;orangs;y;n;y;y;4;25;F
101;1;1;34_1;orangs;y;n;y;y;5;1;F
102;1;1;34_1;orangs;y;n;y;y;5;2;F
103;1;1;34_1;orangs;y;n;y;y;5;3;F
104;1;1;34_1;orangs;y;n;y;y;5;4;F
105;1;1;34_1;orangs;y;n;y;y;5;5;F
106;1;1;34_1;orangs;y;n;y;y;5;6;F
107;1;1;34_1;orangs;y;n;y;y;5;7;F
108;1;1;34_1;orangs;y;n;y;y;5;8;F
109;1;1;34_1;orangs;y;n;y;y;5;9;F
110;1;1;34_1;orangs;y;n;y;y;5;10;F
111;1;1;34_1;orangs;y;n;y;y;5;11;F
112;1;1;34_1;orangs;y;n;y;y;5;12;F
113;1;1;34_1;orangs;y;n;y;y;5;13;F
114;1;1;34_1;orangs;y;n;y;y;5;14;F
115;1;1;34_1;orangs;y;n;y;y;5;15;F
116;1;1;34_1;orangs;y;n;y;y;5;16;F
117;1;1;34_1;orangs;y;n;y;y;5;17;F
118;1;1;34_1;orangs;y;n;y;y;5;18;F
119;1;1;34_1;orangs;y;n;y;y;5;19;F
120;1;1;34_1;orangs;y;n;y;y;5;20;F
121;1;1;34_1;orangs;y;n;y;y;5;21;F
122;1;1;34_1;orangs;y;n;y;y;5;22;F
123;1;1;34_1;orangs;y;n;y;y;5;23;F
124;1;1;34_1;orangs;y;n;y;y;5;24;F
125;1;1;34_1;orangs;y;n;y;y;5;25;F
126;1;1;34_1;orangs;n;n;y;y;6;1;F
127;1;1;34_1;orangs;n;n;y;y;6;2;F
128;1;1;34_1;orangs;n;n;y;y;6;3;F
129;1;1;34_1;orangs;n;n;y;y;6;4;F
130;1;1;34_1;orangs;n;n;y;y;6;5;F
131;1;1;34_1;orangs;n;n;y;y;6;6;F
132;1;1;34_1;orangs;n;n;y;y;6;7;F
133;1;1;34_1;orangs;n;n;y;y;6;8;F
134;1;1;34_1;orangs;n;n;y;y;6;9;F
135;1;1;34_1;orangs;n;n;y;y;6;10;F
136;1;1;34_1;orangs;n;n;y;y;6;11;F
137;1;1;34_1;orangs;n;n;y;y;6;12;F
138;1;1;34_1;orangs;n;n;y;y;6;13;F
139;1;1;34_1;orangs;n;n;y;y;6;14;F
140;1;1;34_1;orangs;n;n;y;y;6;15;F
141;1;1;34_1;orangs;n;n;y;y;6;16;F
142;1;1;34_1;orangs;n;n;y;y;6;17;F
143;1;1;34_1;orangs;n;n;y;y;6;18;F
144;1;1;34_1;orangs;n;n;y;y;6;19;F
145;1;1;34_1;orangs;n;n;y;y;6;20;F
146;1;1;34_1;orangs;n;n;y;y;6;21;F
147;1;1;34_1;orangs;n;n;y;y;6;22;F
148;1;1;34_1;orangs;n;n;y;y;6;23;F
149;1;1;34_1;orangs;n;n;y;y;6;24;F
150;1;1;34_1;orangs;n;n;y;y;6;25;F
151;1;1;34_1;orangs;y;n;y;y;7;1;F
152;1;1;34_1;orangs;y;n;y;y;7;2;F
153;1;1;34_1;orangs;y;n;y;y;7;3;F
154;1;1;34_1;orangs;y;n;y;y;7;4;F
155;1;1;34_1;orangs;y;n;y;y;7;5;F
156;1;1;34_1;orangs;y;n;y;y;7;6;F
157;1;1;34_1;orangs;y;n;y;y;7;7;F
158;1;1;34_1;orangs;y;n;y;y;7;8;F
159;1;1;34_1;orangs;y;n;y;y;7;9;F
160;1;1;34_1;orangs;y;n;y;y;7;10;F
161;1;1;34_1;orangs;y;n;y;y;7;11;F
162;1;1;34_1;orangs;y;n;y;y;7;12;F
163;1;1;34_1;orangs;y;n;y;y;7;13;F
164;1;1;34_1;orangs;y;n;y;y;7;14;F
165;1;1;34_1;orangs;y;n;y;y;7;15;F
166;1;1;34_1;orangs;y;n;y;y;7;16;F
167;1;1;34_1;orangs;y;n;y;y;7;17;F
168;1;1;34_1;orangs;y;n;y;y;7;18;F
169;1;1;34_1;orangs;y;n;y;y;7;19;F
170;1;1;34_1;orangs;y;n;y;y;7;20;F
171;1;1;34_1;orangs;y;n;y;y;7;21;F
172;1;1;34_1;orangs;y;n;y;y;7;22;F
173;1;1;34_1;orangs;y;n;y;y;7;23;F
174;1;1;34_1;orangs;y;n;y;y;7;24;F
175;1;1;34_1;orangs;y;n;y;y;7;25;F
176;1;1;34_1;orangs;n;n;y;y;8;1;F
177;1;1;34_1;orangs;n;n;y;y;8;2;F
178;1;1;34_1;orangs;n;n;y;y;8;3;F
179;1;1;34_1;orangs;n;n;y;y;8;4;F
180;1;1;34_1;orangs;n;n;y;y;8;5;F
181;1;1;34_1;orangs;n;n;y;y;8;6;F
182;1;1;34_1;orangs;n;n;y;y;8;7;F
183;1;1;34_1;orangs;n;n;y;y;8;8;F
184;1;1;34_1;orangs;n;n;y;y;8;9;F
185;1;1;34_1;orangs;n;n;y;y;8;10;F
186;1;1;34_1;orangs;n;n;y;y;8;11;F
187;1;1;34_1;orangs;n;n;y;y;8;12;F
188;1;1;34_1;orangs;n;n;y;y;8;13;F
189;1;1;34_1;orangs;n;n;y;y;8;14;F
190;1;1;34_1;orangs;n;n;y;y;8;15;F
191;1;1;34_1;orangs;n;n;y;y;8;16;F
192;1;1;34_1;orangs;n;n;y;y;8;17;F
193;1;1;34_1;orangs;n;n;y;y;8;18;F
194;1;1;34_1;orangs;n;n;y;y;8;19;F
195;1;1;34_1;orangs;n;n;y;y;8;20;F
196;1;1;34_1;orangs;n;n;y;y;8;21;F
197;1;1;34_1;orangs;n;n;y;y;8;22;F
198;1;1;34_1;orangs;n;n;y;y;8;23;F
199;1;1;34_1;orangs;n;n;y;y;8;24;F
200;1;1;34_1;orangs;n;n;y;y;8;25;F
201;1;1;34_1;orangs;n;n;y;y;9;1;F
202;1;1;34_1;orangs;n;n;y;y;9;2;F
203;1;1;34_1;orangs;n;n;y;y;9;3;F
204;1;1;34_1;orangs;n;n;y;y;9;4;F
205;1;1;34_1;orangs;n;n;y;y;9;5;F
206;1;1;34_1;orangs;n;n;y;y;9;6;F
207;1;1;34_1;orangs;n;n;y;y;9;7;F
208;1;1;34_1;orangs;n;n;y;y;9;8;F
209;1;1;34_1;orangs;n;n;y;y;9;9;F
210;1;1;34_1;orangs;n;n;y;y;9;10;F
211;1;1;34_1;orangs;n;n;y;y;9;11;F
212;1;1;34_1;orangs;n;n;y;y;9;12;F
213;1;1;34_1;orangs;n;n;y;y;9;13;F
214;1;1;34_1;orangs;n;n;y;y;9;14;F
215;1;1;34_1;orangs;n;n;y;y;9;15;F
216;1;1;34_1;orangs;n;n;y;y;9;16;F
217;1;1;34_1;orangs;n;n;y;y;9;17;F
218;1;1;34_1;orangs;n;n;y;y;9;18;F
219;1;1;34_1;orangs;n;n;y;y;9;19;F
220;1;1;34_1;orangs;n;n;y;y;9;20;F
221;1;1;34_1;orangs;n;n;y;y;9;21;F
222;1;1;34_1;orangs;n;n;y;y;9;22;F
223;1;1;34_1;orangs;n;n;y;y;9;23;F
224;1;1;34_1;orangs;n;n;y;y;9;24;F
225;1;1;34_1;orangs;n;n;y;y;9;25;F
226;1;1;34_1;orangs;y;n;y;y;10;1;F
227;1;1;34_1;orangs;y;n;y;y;10;2;F
228;1;1;34_1;orangs;y;n;y;y;10;3;F
229;1;1;34_1;orangs;y;n;y;y;10;4;F
230;1;1;34_1;orangs;y;n;y;y;10;5;F
231;1;1;34_1;orangs;y;n;y;y;10;6;F
232;1;1;34_1;orangs;y;n;y;y;10;7;F
233;1;1;34_1;orangs;y;n;y;y;10;8;F
234;1;1;34_1;orangs;y;n;y;y;10;9;F
235;1;1;34_1;orangs;y;n;y;y;10;10;F
236;1;1;34_1;orangs;y;n;y;y;10;11;F
237;1;1;34_1;orangs;y;n;y;y;10;12;F
238;1;1;34_1;orangs;y;n;y;y;10;13;F
239;1;1;34_1;orangs;y;n;y;y;10;14;F
240;1;1;34_1;orangs;y;n;y;y;10;15;F
241;1;1;34_1;orangs;y;n;y;y;10;16;F
242;1;1;34_1;orangs;y;n;y;y;10;17;F
243;1;1;34_1;orangs;y;n;y;y;10;18;F
244;1;1;34_1;orangs;y;n;y;y;10;19;F
245;1;1;34_1;orangs;y;n;y;y;10;20;F
246;1;1;34_1;orangs;y;n;y;y;10;21;F
247;1;1;34_1;orangs;y;n;y;y;10;22;F
248;1;1;34_1;orangs;y;n;y;y;10;23;F
249;1;1;34_1;orangs;y;n;y;y;10;24;F
250;1;1;34_1;orangs;y;n;y;y;10;25;F
251;1;1;34_2;orangs;y;n;y;y;1;1;F
252;1;1;34_2;orangs;y;n;y;y;1;2;F
253;1;1;34_2;orangs;y;n;y;y;1;3;F
254;1;1;34_2;orangs;y;n;y;y;1;4;F
255;1;1;34_2;orangs;y;n;y;y;1;5;F
256;1;1;34_2;orangs;y;n;y;y;1;6;F
257;1;1;34_2;orangs;y;n;y;y;1;7;F
258;1;1;34_2;orangs;y;n;y;y;1;8;F
259;1;1;34_2;orangs;y;n;y;y;1;9;F
260;1;1;34_2;orangs;y;n;y;y;1;10;F
261;1;1;34_2;orangs;y;n;y;y;1;11;F
262;1;1;34_2;orangs;y;n;y;y;1;12;F
263;1;1;34_2;orangs;y;n;y;y;1;13;F
264;1;1;34_2;orangs;y;n;y;y;1;14;F
265;1;1;34_2;orangs;y;n;y;y;1;15;F
266;1;1;34_2;orangs;y;n;y;y;1;16;F
267;1;1;34_2;orangs;y;n;y;y;1;17;F
268;1;1;34_2;orangs;y;n;y;y;1;18;F
269;1;1;34_2;orangs;y;n;y;y;1;19;F
270;1;1;34_2;orangs;y;n;y;y;1;20;F
271;1;1;34_2;orangs;y;n;y;y;1;21;F
272;1;1;34_2;orangs;y;n;y;y;1;22;F
273;1;1;34_2;orangs;y;n;y;y;1;23;F
274;1;1;34_2;orangs;y;n;y;y;1;24;F
275;1;1;34_2;orangs;y;n;y;y;1;25;F
276;1;1;34_2;orangs;n;n;y;y;2;1;F
277;1;1;34_2;orangs;n;n;y;y;2;2;F
278;1;1;34_2;orangs;n;n;y;y;2;3;F
279;1;1;34_2;orangs;n;n;y;y;2;4;F
280;1;1;34_2;orangs;n;n;y;y;2;5;F
281;1;1;34_2;orangs;n;n;y;y;2;6;F
282;1;1;34_2;orangs;n;n;y;y;2;7;F
283;1;1;34_2;orangs;n;n;y;y;2;8;F
284;1;1;34_2;orangs;n;n;y;y;2;9;F
285;1;1;34_2;orangs;n;n;y;y;2;10;F
286;1;1;34_2;orangs;n;n;y;y;2;11;F
287;1;1;34_2;orangs;n;n;y;y;2;12;F
288;1;1;34_2;orangs;n;n;y;y;2;13;F
289;1;1;34_2;orangs;n;n;y;y;2;14;F
290;1;1;34_2;orangs;n;n;y;y;2;15;F
291;1;1;34_2;orangs;n;n;y;y;2;16;F
292;1;1;34_2;orangs;n;n;y;y;2;17;F
293;1;1;34_2;orangs;n;n;y;y;2;18;F
294;1;1;34_2;orangs;n;n;y;y;2;19;F
295;1;1;34_2;orangs;n;n;y;y;2;20;F
296;1;1;34_2;orangs;n;n;y;y;2;21;F
297;1;1;34_2;orangs;n;n;y;y;2;22;F
298;1;1;34_2;orangs;n;n;y;y;2;23;F
299;1;1;34_2;orangs;n;n;y;y;2;24;F
300;1;1;34_2;orangs;n;n;y;y;2;25;F
301;1;1;34_2;orangs;n;n;y;y;3;1;F
302;1;1;34_2;orangs;n;n;y;y;3;2;F
303;1;1;34_2;orangs;n;n;y;y;3;3;F
304;1;1;34_2;orangs;n;n;y;y;3;4;F
305;1;1;34_2;orangs;n;n;y;y;3;5;F
306;1;1;34_2;orangs;n;n;y;y;3;6;F
307;1;1;34_2;orangs;n;n;y;y;3;7;F
308;1;1;34_2;orangs;n;n;y;y;3;8;F
309;1;1;34_2;orangs;n;n;y;y;3;9;F
310;1;1;34_2;orangs;n;n;y;y;3;10;F
311;1;1;34_2;orangs;n;n;y;y;3;11;F
312;1;1;34_2;orangs;n;n;y;y;3;12;F
313;1;1;34_2;orangs;n;n;y;y;3;13;F
314;1;1;34_2;orangs;n;n;y;y;3;14;F
315;1;1;34_2;orangs;n;n;y;y;3;15;F
316;1;1;34_2;orangs;n;n;y;y;3;16;F
317;1;1;34_2;orangs;n;n;y;y;3;17;F
318;1;1;34_2;orangs;n;n;y;y;3;18;F
319;1;1;34_2;orangs;n;n;y;y;3;19;F
320;1;1;34_2;orangs;n;n;y;y;3;20;F
321;1;1;34_2;orangs;n;n;y;y;3;21;F
322;1;1;34_2;orangs;n;n;y;y;3;22;F
323;1;1;34_2;orangs;n;n;y;y;3;23;F
324;1;1;34_2;orangs;n;n;y;y;3;24;F
325;1;1;34_2;orangs;n;n;y;y;3;25;F
326;1;1;34_2;orangs;y;n;y;y;4;1;F
327;1;1;34_2;orangs;y;n;y;y;4;2;F
328;1;1;34_2;orangs;y;n;y;y;4;3;F
329;1;1;34_2;orangs;y;n;y;y;4;4;F
330;1;1;34_2;orangs;y;n;y;y;4;5;F
331;1;1;34_2;orangs;y;n;y;y;4;6;F
332;1;1;34_2;orangs;y;n;y;y;4;7;F
333;1;1;34_2;orangs;y;n;y;y;4;8;F
334;1;1;34_2;orangs;y;n;y;y;4;9;F
335;1;1;34_2;orangs;y;n;y;y;4;10;F
336;1;1;34_2;orangs;y;n;y;y;4;11;F
337;1;1;34_2;orangs;y;n;y;y;4;12;F
338;1;1;34_2;orangs;y;n;y;y;4;13;F
339;1;1;34_2;orangs;y;n;y;y;4;14;F
340;1;1;34_2;orangs;y;n;y;y;4;15;F
341;1;1;34_2;orangs;y;n;y;y;4;16;F
342;1;1;34_2;orangs;y;n;y;y;4;17;F
343;1;1;34_2;orangs;y;n;y;y;4;18;F
344;1;1;34_2;orangs;y;n;y;y;4;19;F
345;1;1;34_2;orangs;y;n;y;y;4;20;F
346;1;1;34_2;orangs;y;n;y;y;4;21;F
347;1;1;34_2;orangs;y;n;y;y;4;22;F
348;1;1;34_2;orangs;y;n;y;y;4;23;F
349;1;1;34_2;orangs;y;n;y;y;4;24;F
350;1;1;34_2;orangs;y;n;y;y;4;25;F
351;1;1;34_2;orangs;y;n;y;y;5;1;F
352;1;1;34_2;orangs;y;n;y;y;5;2;F
353;1;1;34_2;orangs;y;n;y;y;5;3;F
354;1;1;34_2;orangs;y;n;y;y;5;4;F
355;1;1;34_2;orangs;y;n;y;y;5;5;F
356;1;1;34_2;orangs;y;n;y;y;5;6;F
357;1;1;34_2;orangs;y;n;y;y;5;7;F
358;1;1;34_2;orangs;y;n;y;y;5;8;F
359;1;1;34_2;orangs;y;n;y;y;5;9;F
360;1;1;34_2;orangs;y;n;y;y;5;10;F
361;1;1;34_2;orangs;y;n;y;y;5;11;F
362;1;1;34_2;orangs;y;n;y;y;5;12;F
363;1;1;34_2;orangs;y;n;y;y;5;13;F
364;1;1;34_2;orangs;y;n;y;y;5;14;F
365;1;1;34_2;orangs;y;n;y;y;5;15;F
366;1;1;34_2;orangs;y;n;y;y;5;16;F
367;1;1;34_2;orangs;y;n;y;y;5;17;F
368;1;1;34_2;orangs;y;n;y;y;5;18;F
369;1;1;34_2;orangs;y;n;y;y;5;19;F
370;1;1;34_2;orangs;y;n;y;y;5;20;F
371;1;1;34_2;orangs;y;n;y;y;5;21;F
372;1;1;34_2;orangs;y;n;y;y;5;22;F
373;1;1;34_2;orangs;y;n;y;y;5;23;F
374;1;1;34_2;orangs;y;n;y;y;5;24;F
375;1;1;34_2;orangs;y;n;y;y;5;25;F
376;1;1;34_2;orangs;y;n;y;y;6;1;F
377;1;1;34_2;orangs;y;n;y;y;6;2;F
378;1;1;34_2;orangs;y;n;y;y;6;3;F
379;1;1;34_2;orangs;y;n;y;y;6;4;F
380;1;1;34_2;orangs;y;n;y;y;6;5;F
381;1;1;34_2;orangs;y;n;y;y;6;6;F
382;1;1;34_2;orangs;y;n;y;y;6;7;F
383;1;1;34_2;orangs;y;n;y;y;6;8;F
384;1;1;34_2;orangs;y;n;y;y;6;9;F
385;1;1;34_2;orangs;y;n;y;y;6;10;F
386;1;1;34_2;orangs;y;n;y;y;6;11;F
387;1;1;34_2;orangs;y;n;y;y;6;12;F
388;1;1;34_2;orangs;y;n;y;y;6;13;F
389;1;1;34_2;orangs;y;n;y;y;6;14;F
390;1;1;34_2;orangs;y;n;y;y;6;15;F
391;1;1;34_2;orangs;y;n;y;y;6;16;F
392;1;1;34_2;orangs;y;n;y;y;6;17;F
393;1;1;34_2;orangs;y;n;y;y;6;18;F
394;1;1;34_2;orangs;y;n;y;y;6;19;F
395;1;1;34_2;orangs;y;n;y;y;6;20;F
396;1;1;34_2;orangs;y;n;y;y;6;21;F
397;1;1;34_2;orangs;y;n;y;y;6;22;F
398;1;1;34_2;orangs;y;n;y;y;6;23;F
399;1;1;34_2;orangs;y;n;y;y;6;24;F
400;1;1;34_2;orangs;y;n;y;y;6;25;F
401;1;1;34_2;orangs;n;n;y;y;7;1;F
402;1;1;34_2;orangs;n;n;y;y;7;2;F
403;1;1;34_2;orangs;n;n;y;y;7;3;F
404;1;1;34_2;orangs;n;n;y;y;7;4;F
405;1;1;34_2;orangs;n;n;y;y;7;5;F
406;1;1;34_2;orangs;n;n;y;y;7;6;F
407;1;1;34_2;orangs;n;n;y;y;7;7;F
408;1;1;34_2;orangs;n;n;y;y;7;8;F
409;1;1;34_2;orangs;n;n;y;y;7;9;F
410;1;1;34_2;orangs;n;n;y;y;7;10;F
411;1;1;34_2;orangs;n;n;y;y;7;11;F
412;1;1;34_2;orangs;n;n;y;y;7;12;F
413;1;1;34_2;orangs;n;n;y;y;7;13;F
414;1;1;34_2;orangs;n;n;y;y;7;14;F
415;1;1;34_2;orangs;n;n;y;y;7;15;F
416;1;1;34_2;orangs;n;n;y;y;7;16;F
417;1;1;34_2;orangs;n;n;y;y;7;17;F
418;1;1;34_2;orangs;n;n;y;y;7;18;F
419;1;1;34_2;orangs;n;n;y;y;7;19;F
420;1;1;34_2;orangs;n;n;y;y;7;20;F
421;1;1;34_2;orangs;n;n;y;y;7;21;F
422;1;1;34_2;orangs;n;n;y;y;7;22;F
423;1;1;34_2;orangs;n;n;y;y;7;23;F
424;1;1;34_2;orangs;n;n;y;y;7;24;F
425;1;1;34_2;orangs;n;n;y;y;7;25;F
426;1;1;34_2;orangs;n;n;y;y;8;1;F
427;1;1;34_2;orangs;n;n;y;y;8;2;F
428;1;1;34_2;orangs;n;n;y;y;8;3;F
429;1;1;34_2;orangs;n;n;y;y;8;4;F
430;1;1;34_2;orangs;n;n;y;y;8;5;F
431;1;1;34_2;orangs;n;n;y;y;8;6;F
432;1;1;34_2;orangs;n;n;y;y;8;7;F
433;1;1;34_2;orangs;n;n;y;y;8;8;F
434;1;1;34_2;orangs;n;n;y;y;8;9;F
435;1;1;34_2;orangs;n;n;y;y;8;10;F
436;1;1;34_2;orangs;n;n;y;y;8;11;F
437;1;1;34_2;orangs;n;n;y;y;8;12;F
438;1;1;34_2;orangs;n;n;y;y;8;13;F
439;1;1;34_2;orangs;n;n;y;y;8;14;F
440;1;1;34_2;orangs;n;n;y;y;8;15;F
441;1;1;34_2;orangs;n;n;y;y;8;16;F
442;1;1;34_2;orangs;n;n;y;y;8;17;F
443;1;1;34_2;orangs;n;n;y;y;8;18;F
444;1;1;34_2;orangs;n;n;y;y;8;19;F
445;1;1;34_2;orangs;n;n;y;y;8;20;F
446;1;1;34_2;orangs;n;n;y;y;8;21;F
447;1;1;34_2;orangs;n;n;y;y;8;22;F
448;1;1;34_2;orangs;n;n;y;y;8;23;F
449;1;1;34_2;orangs;n;n;y;y;8;24;F
450;1;1;34_2;orangs;n;n;y;y;8;25;F
451;1;1;34_2;orangs;y;n;y;y;9;1;F
452;1;1;34_2;orangs;y;n;y;y;9;2;F
453;1;1;34_2;orangs;y;n;y;y;9;3;F
454;1;1;34_2;orangs;y;n;y;y;9;4;F
455;1;1;34_2;orangs;y;n;y;y;9;5;F
456;1;1;34_2;orangs;y;n;y;y;9;6;F
457;1;1;34_2;orangs;y;n;y;y;9;7;F
458;1;1;34_2;orangs;y;n;y;y;9;8;F
459;1;1;34_2;orangs;y;n;y;y;9;9;F
460;1;1;34_2;orangs;y;n;y;y;9;10;F
461;1;1;34_2;orangs;y;n;y;y;9;11;F
462;1;1;34_2;orangs;y;n;y;y;9;12;F
463;1;1;34_2;orangs;y;n;y;y;9;13;F
464;1;1;34_2;orangs;y;n;y;y;9;14;F
465;1;1;34_2;orangs;y;n;y;y;9;15;F
466;1;1;34_2;orangs;y;n;y;y;9;16;F
467;1;1;34_2;orangs;y;n;y;y;9;17;F
468;1;1;34_2;orangs;y;n;y;y;9;18;F
469;1;1;34_2;orangs;y;n;y;y;9;19;F
470;1;1;34_2;orangs;y;n;y;y;9;20;F
471;1;1;34_2;orangs;y;n;y;y;9;21;F
472;1;1;34_2;orangs;y;n;y;y;9;22;F
473;1;1;34_2;orangs;y;n;y;y;9;23;F
474;1;1;34_2;orangs;y;n;y;y;9;24;F
475;1;1;34_2;orangs;y;n;y;y;9;25;F
476;1;1;34_2;orangs;n;n;y;y;10;1;F
477;1;1;34_2;orangs;n;n;y;y;10;2;F
478;1;1;34_2;orangs;n;n;y;y;10;3;F
479;1;1;34_2;orangs;n;n;y;y;10;4;F
480;1;1;34_2;orangs;n;n;y;y;10;5;F
481;1;1;34_2;orangs;n;n;y;y;10;6;F
482;1;1;34_2;orangs;n;n;y;y;10;7;F
483;1;1;34_2;orangs;n;n;y;y;10;8;F
484;1;1;34_2;orangs;n;n;y;y;10;9;F
485;1;1;34_2;orangs;n;n;y;y;10;10;F
486;1;1;34_2;orangs;n;n;y;y;10;11;F
487;1;1;34_2;orangs;n;n;y;y;10;12;F
488;1;1;34_2;orangs;n;n;y;y;10;13;F
489;1;1;34_2;orangs;n;n;y;y;10;14;F
490;1;1;34_2;orangs;n;n;y;y;10;15;F
491;1;1;34_2;orangs;n;n;y;y;10;16;F
492;1;1;34_2;orangs;n;n;y;y;10;17;F
493;1;1;34_2;orangs;n;n;y;y;10;18;F
494;1;1;34_2;orangs;n;n;y;y;10;19;F
495;1;1;34_2;orangs;n;n;y;y;10;20;F
496;1;1;34_2;orangs;n;n;y;y;10;21;F
497;1;1;34_2;orangs;n;n;y;y;10;22;F
498;1;1;34_2;orangs;n;n;y;y;10;23;F
